1	"TKCAD: AUFLÖSUNG / LIQUIDATION"									
"8.5.31.31.11"	"Look-back Fixierungs-Zeit"	"No"	0	"Alphanumeric"	6	"#TKCID\CIA\CIE\CIF\11\1"	2832	"Yes"	"H"	"TIME"
"8.5.31.31.12"	"FIXIERUNGS-PERIODIZITÄT (LOOK-BACK)"	"No"	0	"Number"	0	"#TKCID\CIA\CIE\CIF\12"	"K828"	"Yes"	" "	
"8.5.31.31.12.1"	"Anzahl Zeiteinheiten"	"No"	0	"Number"	5	"#TKCID\CIA\CIE\CIF\12\1"	6921	"Yes"	"H"	
"8.5.31.31.12.2"	"Zeiteinheit"	"No"	0	"Number"	5	"#TKCID\CIA\CIE\CIF\12\2"	2902	"Yes"	"H"	"TIMEUNIT"
"8.5.31.31.13"	"Fixierungs-Preistyp"	"No"	0	"Number"	3	"#TKCID\CIA\CIE\CIF\13\1"	4947	"Yes"	"H"	"K-324"
"8.5.31.31.14"	"Fixierungs-Funktionscode "	"No"	0	"Number"	5	"#TKCID\CIA\CIE\CIF\14\1"	7921	"Yes"	"H"	"K-235"
"8.5.31.31.15"	"Fixierungsperioden-Typ (Look-back)"	"No"	0	"Number"	5	"#TKCID\CIA\CIE\CIF\15\1"	4826	"Yes"	"H"	"K-147"
"8.5.31.31.16"	"Terms Update-Status"	"No"	0	"Number"	5	"#TKCID\CIA\CIE\CIF\16\1"	7962	"Yes"	"H"	"K-563"
"8.5.32"	"WECHSELKURS-FIXIERUNG"	"No"	50	"Number"	0	"#TKCID\CIA\XVF"	"XVF"	"Yes"	" "	
"8.5.32.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCID\CIA\XVF\1"	"K991"	"Yes"	" "	
"8.5.32.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCID\CIA\XVF\1\1"	991	"Yes"	" "	"SEGQUAL"
"8.5.32.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCID\CIA\XVF\1\2"	992	"Yes"	" "	"FIELDQUAL"
"8.5.32.2"	"HANDELSWÄHRUNG"	"Yes"	0	"Number"	0	"#TKCID\CIA\XVF\2"	"K855"	"Yes"	" "	
"8.5.32.2.1"	"Währungs-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCID\CIA\XVF\2\1"	983	"Yes"	"H"	"CURRIDSCHEME"
"8.5.32.2.2"	"Währungscode"	"Yes"	0	"Alphanumeric"	3	"#TKCID\CIA\XVF\2\2"	6804	"Yes"	"H"	"G-10"
"8.5.32.2.3"	"Betrag"	"No"	0	"Number"	21	"#TKCID\CIA\XVF\2\3"	5833	"Yes"	"H"	
"8.5.32.3"	"BASISWÄHRUNG"	"No"	0	"Number"	0	"#TKCID\CIA\XVF\3"	"K855"	"Yes"	" "	
"8.5.32.3.1"	"Währungs-Schema"	"No"	0	"Alphanumeric"	8	"#TKCID\CIA\XVF\3\1"	983	"Yes"	"H"	"CURRIDSCHEME"
"8.5.32.3.2"	"Währungscode"	"No"	0	"Alphanumeric"	3	"#TKCID\CIA\XVF\3\2"	6804	"Yes"	"H"	"G-10"
"8.5.32.3.3"	"Betrag"	"No"	0	"Number"	21	"#TKCID\CIA\XVF\3\3"	5833	"Yes"	"H"	
"8.5.32.4"	"Fixierungs-Datum"	"No"	0	"Alphanumeric"	8	"#TKCID\CIA\XVF\4\1"	2801	"Yes"	"H"	"DATE"
"8.5.32.5"	"Fixierungs-Zeit"	"No"	0	"Alphanumeric"	6	"#TKCID\CIA\XVF\5\1"	2832	"Yes"	"H"	"TIME"
"8.5.33"	"WAEHRUNGSOPTION"	"No"	50	"Number"	0	"#TKCID\CIA\CIB"	"CIB"	"Yes"	" "	
"8.5.33.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCID\CIA\CIB\1"	"K991"	"Yes"	" "	
"8.5.33.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCID\CIA\CIB\1\1"	991	"Yes"	" "	"SEGQUAL"
"8.5.33.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCID\CIA\CIB\1\2"	992	"Yes"	" "	"FIELDQUAL"
"8.5.33.2"	"ZIELWAEHRUNG"	"Yes"	0	"Number"	0	"#TKCID\CIA\CIB\2"	"K855"	"Yes"	" "	
"8.5.33.2.1"	"Währungs-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCID\CIA\CIB\2\1"	983	"Yes"	"H"	"CURRIDSCHEME"
"8.5.33.2.2"	"Währungscode"	"Yes"	0	"Alphanumeric"	3	"#TKCID\CIA\CIB\2\2"	6804	"Yes"	"H"	"G-10"
"8.5.33.2.3"	"Zielbetrag"	"No"	0	"Number"	21	"#TKCID\CIA\CIB\2\3"	5833	"Yes"	"H"	
"8.5.33.3"	"AUSGANGSWAEHRUNG"	"No"	0	"Number"	0	"#TKCID\CIA\CIB\3"	"K855"	"Yes"	" "	
"8.5.33.3.1"	"Währungs-Schema"	"No"	0	"Alphanumeric"	8	"#TKCID\CIA\CIB\3\1"	983	"Yes"	"H"	"CURRIDSCHEME"
"8.5.33.3.2"	"Währungscode"	"No"	0	"Alphanumeric"	3	"#TKCID\CIA\CIB\3\2"	6804	"Yes"	"H"	"G-10"
"8.5.33.3.3"	"Ausgangsbetrag"	"No"	0	"Number"	21	"#TKCID\CIA\CIB\3\3"	5833	"Yes"	"H"	
"8.5.33.4"	"Wahlpartei"	"No"	0	"Number"	5	"#TKCID\CIA\CIB\4\1"	4933	"Yes"	"H"	"ENTITLEDPERSON"
8.6	"STATED VALUE - INAKTIV"	"No"	2	"Number"	0	"#TKCID\CIC"	"CIC"	"Yes"	" "	
"8.6.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCID\CIC\1"	"K991"	"Yes"	" "	
"8.6.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCID\CIC\1\1"	991	"Yes"	" "	"SEGQUAL"
"8.6.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCID\CIC\1\2"	992	"Yes"	" "	"FIELDQUAL"
"8.6.2"	"STATED VALUE - INAKTIV"	"No"	0	"Number"	0	"#TKCID\CIC\2"	"K816"	"Yes"	" "	
"8.6.2.1"	"Währungs-Schema - INAKTIV"	"No"	0	"Alphanumeric"	8	"#TKCID\CIC\2\1"	983	"Yes"	" "	"CURRIDSCHEME"
"8.6.2.2"	"Währungscode - INAKTIV"	"No"	0	"Alphanumeric"	3	"#TKCID\CIC\2\2"	6804	"Yes"	" "	"G-10"
"8.6.2.3"	"Betrag - INAKTIV"	"No"	0	"Number"	21	"#TKCID\CIC\2\3"	5833	"Yes"	" "	
"8.6.2.4"	"Einheit - INAKTIV"	"No"	0	"Number"	3	"#TKCID\CIC\2\4"	4802	"Yes"	" "	"INSTRUNIT"
"8.6.2.5"	"Notierungsart - INAKTIV"	"No"	0	"Number"	3	"#TKCID\CIC\2\5"	4812	"Yes"	" "	"QUOTATIONTYPE"
8.7	"QUERVERWEIS AUF ANDERE MELDUNG"	"No"	30	"Number"	0	"#TKCID\REF"	"REF"	"Yes"	" "	
"8.7.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCID\REF\1"	"K991"	"Yes"	" "	
"8.7.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCID\REF\1\1"	991	"Yes"	" "	"SEGQUAL"
"8.7.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCID\REF\1\2"	992	"Yes"	" "	"FIELDQUAL"
"8.7.2"	"INSTRUMENT-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCID\REF\2"	"K981"	"Yes"	" "	
"8.7.2.1"	"Instrument-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCID\REF\2\1"	981	"Yes"	" "	"INSTRIDSCHEME"
"8.7.2.2"	"Instrument-ID"	"Yes"	0	"Alphanumeric"	12	"#TKCID\REF\2\2"	7842	"Yes"	" "	
"8.7.3"	"Meldungsgegenstand"	"Yes"	0	"Number"	3	"#TKCID\REF\3\1"	7891	"Yes"	" "	"K-200"
"8.7.4"	"Datum Ersterfassung"	"Yes"	0	"Alphanumeric"	8	"#TKCID\REF\4\1"	7892	"Yes"	" "	"DATE"
"8.7.5"	"Laufnummer"	"Yes"	0	"Number"	3	"#TKCID\REF\5\1"	7893	"Yes"	" "	
8.8	"MEHRSPRACHIGE BEMERKUNGEN"	"No"	12	"Number"	0	"#TKCID\TXN"	"TXN"	"Yes"	" "	
"8.8.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCID\TXN\1"	"K991"	"Yes"	" "	
"8.8.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCID\TXN\1\1"	991	"Yes"	" "	"SEGQUAL"
"8.8.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCID\TXN\1\2"	992	"Yes"	" "	"FIELDQUAL"
"8.8.2"	"SPRACH-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCID\TXN\2"	"K982"	"Yes"	" "	
"8.8.2.1"	"Sprach-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCID\TXN\2\1"	982	"Yes"	"H"	"LANGIDSCHEME"
"8.8.2.2"	"Sprachcode"	"Yes"	0	"Alphanumeric"	3	"#TKCID\TXN\2\2"	9981	"Yes"	"H"	"LANGUAGE"
"8.8.3"	"Bemerkungen/Ergänzungen"	"No"	0	"Alphanumeric"	850	"#TKCID\TXN\3\1"	9992	"Yes"	"H"	
8.9	"QUELLE"	"No"	40	"Number"	0	"#TKCID\TQU"	"TQU"	"Yes"	" "	
"8.9.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCID\TQU\1"	"K991"	"Yes"	" "	
"8.9.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCID\TQU\1\1"	991	"Yes"	" "	"SEGQUAL"
"8.9.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCID\TQU\1\2"	992	"Yes"	" "	"FIELDQUAL"
"8.9.2"	"Datum"	"No"	0	"Alphanumeric"	8	"#TKCID\TQU\2\1"	2801	"Yes"	"H"	"DATE"
"8.9.3"	"QUELLEN-BESCHREIBUNG"	"No"	0	"Number"	0	"#TKCID\TQU\3"	"K853"	"Yes"	" "	
"8.9.3.1"	"Quellencode"	"Yes"	0	"Number"	5	"#TKCID\TQU\3\1"	1801	"Yes"	"H"	"SOURCETYPE"
"8.9.3.2"	"Quellen-Beschreibung"	"No"	0	"Alphanumeric"	240	"#TKCID\TQU\3\2"	1802	"Yes"	"H"	
8.1	"KONTROLLE"	"No"	2	"Number"	0	"#TKCID\TKO"	"TKO"	"Yes"	" "	
"8.10.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCID\TKO\1"	"K991"	"Yes"	" "	
"8.10.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCID\TKO\1\1"	991	"Yes"	" "	"SEGQUAL"
"8.10.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCID\TKO\1\2"	992	"Yes"	" "	"FIELDQUAL"
"8.10.2"	"Datum"	"No"	0	"Alphanumeric"	8	"#TKCID\TKO\2\1"	2801	"Yes"	" "	"DATE"
"8.10.3"	"Zeit"	"No"	0	"Alphanumeric"	9	"#TKCID\TKO\3\1"	2802	"Yes"	" "	"TIME"
"8.10.4"	"Kontrolliert durch"	"No"	0	"Alphanumeric"	8	"#TKCID\TKO\4\1"	1803	"Yes"	" "	
9	"TKCKD: KAUF / UMTAUSCH / RÜCKKAUF"									
9.1	"KAUF / UMTAUSCH / RUECKKAUF  DOC-HEADER"	"Yes"	1	"Number"	0	"#TKCKD\CKD"	"CKD"	"Yes"	" "	
"9.1.1"	"DEFINITION DOC-TRANSAKTION"	"Yes"	0	"Number"	0	"#TKCKD\CKD\1"	"K801"	"Yes"	" "	
"9.1.1.1"	"VDF Releasenummer"	"Yes"	0	"Number"	3	"#TKCKD\CKD\1\1"	803	"Yes"	" "	
"9.1.1.2"	"DOC-Transaktions-ID"	"No"	0	"Alphanumeric"	20	"#TKCKD\CKD\1\2"	808	"Yes"	" "	
"9.1.1.3"	"DOC-Transaktionsart"	"No"	0	"Number"	3	"#TKCKD\CKD\1\3"	802	"Yes"	" "	"DOCTYPE"
"9.1.1.4"	"DOC-Transaktions-Flag"	"No"	0	"Alphanumeric"	3	"#TKCKD\CKD\1\4"	801	"Yes"	" "	"DOCFLAG"
"9.1.1.5"	"DOC-ID"	"Yes"	0	"Alphanumeric"	6	"#TKCKD\CKD\1\5"	804	"Yes"	" "	
"9.1.1.6"	"DOC-Generation"	"No"	0	"Number"	9	"#TKCKD\CKD\1\6"	813	"Yes"	" "	
"9.1.1.7"	"DOC-Verarbeitungsstatus"	"No"	0	"Number"	3	"#TKCKD\CKD\1\7"	814	"Yes"	" "	"DOCSTATUS"
"9.1.2"	"DEFINITION DOC-ZEITSTEMPEL (GMT)"	"No"	0	"Number"	0	"#TKCKD\CKD\2"	"K802"	"Yes"	" "	
"9.1.2.1"	"Datum"	"No"	0	"Alphanumeric"	8	"#TKCKD\CKD\2\1"	2801	"Yes"	" "	"DATE"
"9.1.2.2"	"Zeit"	"No"	0	"Alphanumeric"	9	"#TKCKD\CKD\2\2"	2802	"Yes"	" "	"TIME"
"9.1.3"	"Online-DOC-Generation"	"No"	0	"Number"	9	"#TKCKD\CKD\3\1"	812	"Yes"	" "	
"9.1.4"	"DOC-ZEITSTEMPEL LETZTE ORIGINÄRE ÄNDERUNG (GMT)"	"No"	0	"Number"	0	"#TKCKD\CKD\4"	"K802"	"Yes"	" "	
"9.1.4.1"	"Datum"	"No"	0	"Alphanumeric"	8	"#TKCKD\CKD\4\1"	2801	"Yes"	" "	"DATE"
"9.1.4.2"	"Zeit"	"No"	0	"Alphanumeric"	9	"#TKCKD\CKD\4\2"	2802	"Yes"	" "	"TIME"
9.2	"INSTRUMENT-IDENTIFIKATION"	"Yes"	1	"Number"	0	"#TKCKD\VAI"	"VAI"	"No"	" "	
"9.2.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCKD\VAI\1"	"K991"	"No"	" "	
"9.2.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCKD\VAI\1\1"	991	"No"	" "	"SEGQUAL"
"9.2.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCKD\VAI\1\2"	992	"No"	" "	"FIELDQUAL"
"9.2.2"	"INSTRUMENT-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCKD\VAI\2"	"K981"	"No"	" "	
"9.2.2.1"	"Instrument-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCKD\VAI\2\1"	981	"No"	"H"	"INSTRIDSCHEME"
"9.2.2.2"	"Instrument-ID"	"Yes"	0	"Alphanumeric"	12	"#TKCKD\VAI\2\2"	7842	"No"	"H"	
9.3	"MELDUNGS-IDENTIFIKATION"	"Yes"	1	"Number"	0	"#TKCKD\MGG"	"MGG"	"Yes"	" "	
"9.3.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCKD\MGG\1"	"K991"	"Yes"	" "	
"9.3.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCKD\MGG\1\1"	991	"Yes"	" "	"SEGQUAL"
"9.3.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCKD\MGG\1\2"	992	"Yes"	" "	"FIELDQUAL"
"9.3.2"	"Meldungsgegenstand"	"Yes"	0	"Number"	3	"#TKCKD\MGG\2\1"	7891	"Yes"	"H"	"K-200"
"9.3.3"	"Datum Ersterfassung"	"Yes"	0	"Alphanumeric"	8	"#TKCKD\MGG\3\1"	7892	"Yes"	"H"	"DATE"
"9.3.4"	"Laufnummer"	"Yes"	0	"Number"	3	"#TKCKD\MGG\4\1"	7893	"Yes"	"H"	
"9.3.5"	"FIDB-Identifikation"	"No"	0	"Number"	10	"#TKCKD\MGG\5\1"	7820	"Yes"	" "	
9.4	"MELDUNGS-INFORMATIONEN (ADMINISTRATION)"	"No"	2	"Number"	0	"#TKCKD\MGA"	"MGA"	"Yes"	" "	
"9.4.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCKD\MGA\1"	"K991"	"Yes"	" "	
"9.4.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCKD\MGA\1\1"	991	"Yes"	" "	"SEGQUAL"
"9.4.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCKD\MGA\1\2"	992	"Yes"	" "	"FIELDQUAL"
"9.4.2"	"Meldungsart"	"No"	0	"Number"	3	"#TKCKD\MGA\2\1"	7894	"Yes"	"H"	"K-201"
"9.4.3"	"Meldungsstatus"	"No"	0	"Number"	3	"#TKCKD\MGA\3\1"	7895	"Yes"	"H"	"K-203"
"9.4.4"	"Datum letzte Mutation"	"No"	0	"Alphanumeric"	8	"#TKCKD\MGA\4\1"	2801	"Yes"	"H"	"DATE"
"9.4.5"	"Meldungstyp"	"No"	0	"Number"	3	"#TKCKD\MGA\5\1"	7896	"Yes"	"H"	"MESSGFLAG"
9.5	"INSTRUMENTEN-NAME"	"No"	6	"Number"	0	"#TKCKD\VAK"	"VAK"	"No"	" "	
"9.5.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCKD\VAK\1"	"K991"	"No"	" "	
"9.5.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCKD\VAK\1\1"	991	"No"	" "	"SEGQUAL"
"9.5.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCKD\VAK\1\2"	992	"No"	" "	"FIELDQUAL"
"9.5.2"	"SPRACH-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCKD\VAK\2"	"K982"	"No"	" "	
"9.5.2.1"	"Sprach-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCKD\VAK\2\1"	982	"No"	"H"	"LANGIDSCHEME"
"9.5.2.2"	"Sprachcode"	"Yes"	0	"Alphanumeric"	3	"#TKCKD\VAK\2\2"	9981	"No"	"H"	"LANGUAGE"
"9.5.3"	"Kurzbezeichnung"	"No"	0	"Alphanumeric"	19	"#TKCKD\VAK\3\1"	7811	"No"	"H"	
"9.5.4"	"Vorpartikel"	"No"	0	"Alphanumeric"	60	"#TKCKD\VAK\4\1"	7813	"No"	"H"	
"9.5.5"	"Nachpartikel"	"No"	0	"Alphanumeric"	60	"#TKCKD\VAK\5\1"	7814	"No"	"H"	
"9.5.6"	"Kurzbezeichnung"	"No"	0	"Alphanumeric"	45	"#TKCKD\VAK\6\1"	7812	"No"	" "	
9.6	"KAUF / UMTAUSCH INFORMATIONEN"	"No"	2	"Number"	0	"#TKCKD\CKA"	"CKA"	"Yes"	" "	
"9.6.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCKD\CKA\1"	"K991"	"Yes"	" "	
"9.6.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCKD\CKA\1\1"	991	"Yes"	" "	"SEGQUAL"
"9.6.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCKD\CKA\1\2"	992	"Yes"	" "	"FIELDQUAL"
"9.6.2"	"Umtauschart"	"No"	0	"Number"	5	"#TKCKD\CKA\2\1"	4819	"Yes"	"H"	"K-185"
"9.6.3"	"Angebotssteller"	"No"	0	"Alphanumeric"	240	"#TKCKD\CKA\3\1"	9998	"Yes"	"H"	
9.7	"IDENTIFIKATION DER OFFERIERENDEN INSTITUTION"	"No"	2	"Number"	0	"#TKCKD\GEI"	"GEI"	"Yes"	" "	
"9.7.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCKD\GEI\1"	"K991"	"Yes"	" "	
"9.7.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCKD\GEI\1\1"	991	"Yes"	" "	"SEGQUAL"
"9.7.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCKD\GEI\1\2"	992	"Yes"	" "	"FIELDQUAL"
"9.7.2"	"INSTITUTIONS-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCKD\GEI\2"	"K985"	"Yes"	" "	
"9.7.2.1"	"Institutions-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCKD\GEI\2\1"	985	"Yes"	"H"	"INSTIIDSCHEME"
"9.7.2.2"	"Institutions-ID"	"Yes"	0	"Alphanumeric"	12	"#TKCKD\GEI\2\2"	3801	"Yes"	"H"	
"9.7.3"	"INSTITUTIONS-KURZNAME"	"No"	6	"Number"	0	"#TKCKD\GEI\GEK"	"GEK"	"No"	" "	
"9.7.3.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCKD\GEI\GEK\1"	"K991"	"No"	" "	
"9.7.3.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCKD\GEI\GEK\1\1"	991	"No"	" "	"SEGQUAL"
"9.7.3.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCKD\GEI\GEK\1\2"	992	"No"	" "	"FIELDQUAL"
"9.7.3.2"	"SPRACH-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCKD\GEI\GEK\2"	"K982"	"No"	" "	
"9.7.3.2.1"	"Sprach-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCKD\GEI\GEK\2\1"	982	"No"	"H"	"LANGIDSCHEME"
"9.7.3.2.2"	"Sprachcode"	"Yes"	0	"Alphanumeric"	3	"#TKCKD\GEI\GEK\2\2"	9981	"No"	"H"	"LANGUAGE"
"9.7.3.3"	"Institutions-Kurzname"	"No"	0	"Alphanumeric"	19	"#TKCKD\GEI\GEK\3\1"	3822	"No"	"H"	
9.8	"PREIS ZU KAUF- / RUECKKAUFOFFERTE"	"No"	2	"Number"	0	"#TKCKD\CKB"	"CKB"	"Yes"	" "	
"9.8.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCKD\CKB\1"	"K991"	"Yes"	" "	
"9.8.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCKD\CKB\1\1"	991	"Yes"	" "	"SEGQUAL"
"9.8.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCKD\CKB\1\2"	992	"Yes"	" "	"FIELDQUAL"
"9.8.2"	"PREIS"	"No"	0	"Number"	0	"#TKCKD\CKB\2"	"K816"	"Yes"	" "	
"9.8.2.1"	"Währungs-Schema"	"No"	0	"Alphanumeric"	8	"#TKCKD\CKB\2\1"	983	"Yes"	"H"	"CURRIDSCHEME"
"9.8.2.2"	"Währungscode"	"No"	0	"Alphanumeric"	3	"#TKCKD\CKB\2\2"	6804	"Yes"	"H"	"G-10"
"9.8.2.3"	"Betrag"	"No"	0	"Number"	21	"#TKCKD\CKB\2\3"	5833	"Yes"	"H"	
"9.8.2.4"	"Einheit"	"No"	0	"Number"	3	"#TKCKD\CKB\2\4"	4802	"Yes"	"H"	"INSTRUNIT"
"9.8.2.5"	"Notierungsart"	"No"	0	"Number"	3	"#TKCKD\CKB\2\5"	4812	"Yes"	"H"	"QUOTATIONTYPE"
"9.8.3"	"PREISEINHEIT"	"No"	0	"Number"	0	"#TKCKD\CKB\3"	"K818"	"Yes"	" "	
"9.8.3.1"	"Anzahl/Nominal"	"No"	0	"Number"	21	"#TKCKD\CKB\3\1"	5833	"Yes"	"H"	
"9.8.3.2"	"Einheit"	"No"	0	"Number"	3	"#TKCKD\CKB\3\2"	4802	"Yes"	"H"	"INSTRUNIT"
"9.8.3.3"	"Notierungsart"	"No"	0	"Number"	3	"#TKCKD\CKB\3\3"	4812	"Yes"	"H"	"QUOTATIONTYPE"
"9.8.4"	"PREIS NEU"	"No"	0	"Number"	0	"#TKCKD\CKB\4"	"K816"	"Yes"	" "	
"9.8.4.1"	"Währungs-Schema"	"No"	0	"Alphanumeric"	8	"#TKCKD\CKB\4\1"	983	"Yes"	"H"	"CURRIDSCHEME"
"9.8.4.2"	"Währungscode"	"No"	0	"Alphanumeric"	3	"#TKCKD\CKB\4\2"	6804	"Yes"	"H"	"G-10"
"9.8.4.3"	"Betrag"	"No"	0	"Number"	21	"#TKCKD\CKB\4\3"	5833	"Yes"	"H"	
"9.8.4.4"	"Einheit"	"No"	0	"Number"	3	"#TKCKD\CKB\4\4"	4802	"Yes"	"H"	"INSTRUNIT"
"9.8.4.5"	"Notierungsart"	"No"	0	"Number"	3	"#TKCKD\CKB\4\5"	4812	"Yes"	"H"	"QUOTATIONTYPE"
9.9	"HINWEISE UND ERGAENZUNGEN ZUM PREIS (MEHRSPRACHIG)"	"No"	12	"Number"	0	"#TKCKD\TXZ"	"TXZ"	"Yes"	" "	
"9.9.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCKD\TXZ\1"	"K991"	"Yes"	" "	
"9.9.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCKD\TXZ\1\1"	991	"Yes"	" "	"SEGQUAL"
"9.9.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCKD\TXZ\1\2"	992	"Yes"	" "	"FIELDQUAL"
"9.9.2"	"SPRACH-IDENTIFIKATION"	"Yes"	0	"Number"	0	"#TKCKD\TXZ\2"	"K982"	"Yes"	" "	
"9.9.2.1"	"Sprach-Schema"	"Yes"	0	"Alphanumeric"	8	"#TKCKD\TXZ\2\1"	982	"Yes"	"H"	"LANGIDSCHEME"
"9.9.2.2"	"Sprachcode"	"Yes"	0	"Alphanumeric"	3	"#TKCKD\TXZ\2\2"	9981	"Yes"	"H"	"LANGUAGE"
"9.9.3"	"Text"	"No"	0	"Alphanumeric"	240	"#TKCKD\TXZ\3\1"	9998	"Yes"	"H"	
9.1	"LIMITEN INFORMATIONEN"	"No"	2	"Number"	0	"#TKCKD\CKC"	"CKC"	"Yes"	" "	
"9.10.1"	"SEGMENT- / ELEMENT-QUALIFIER"	"Yes"	0	"Number"	0	"#TKCKD\CKC\1"	"K991"	"Yes"	" "	
"9.10.1.1"	"Segment-Qualifier"	"Yes"	0	"Alphanumeric"	1	"#TKCKD\CKC\1\1"	991	"Yes"	" "	"SEGQUAL"
"9.10.1.2"	"Element-Qualifier"	"No"	0	"Alphanumeric"	50	"#TKCKD\CKC\1\2"	992	"Yes"	" "	"FIELDQUAL"
"9.10.2"	"Limite für"	"No"	0	"Number"	5	"#TKCKD\CKC\2\1"	4867	"Yes"	"H"	"K-119"
"9.10.3"	"MINIMUM"	"No"	0	"Number"	0	"#TKCKD\CKC\3"	"K816"	"Yes"	" "	
"9.10.3.1"	"Währungs-Schema"	"No"	0	"Alphanumeric"	8	"#TKCKD\CKC\3\1"	983	"Yes"	"H"	"CURRIDSCHEME"
"9.10.3.2"	"Währungscode"	"No"	0	"Alphanumeric"	3	"#TKCKD\CKC\3\2"	6804	"Yes"	"H"	"G-10"
"9.10.3.3"	"Anzahl/Betrag"	"No"	0	"Number"	21	"#TKCKD\CKC\3\3"	5833	"Yes"	"H"	
